stem,root,class,mode,voice,modification
vimanAyamAna,vimanA,10,pres,atma,
vimanAyitavya,vimanA,,fut,pass,
vimanAyizyat,vimanA,,fut,para,
vimanAyizyamAna,vimanA,,fut,atma,
vimanItavat,vimanA,,past,active,
vimanIta,vimanA,,past,pass,
vimaneya,vimanA,,fut,pass,
vimanEyamAna,vimanA,,pres,pass,
viyat,vI#1,2,pres,para,
viyAna,vI#1,2,pres,atma,
vivakzaRIya,vac,,fut,pass,desid
vivakzat,vac,,pres,para,desid
vivakzitavat,vac,,past,active,desid
vivakzita,vac,,past,pass,desid
vivacat,vac,3,pres,para,
vivacAna,vac,3,pres,atma,
vivikzaRIya,vic,,fut,pass,desid
vivikzat,vic,,pres,para,desid
vivikzitavat,vic,,past,active,desid
vivikzita,vic,,past,pass,desid
vivicAna,vic,,perf,atma,
vivicvAn,vic,,perf,para,
vivijAna,vij,,perf,atma,
vivijvAn,vij,,perf,para,
vivitsat,vid#1,,pres,para,desid
vivitsanIya,vid#1,,fut,pass,desid
vivitsitavat,vid#1,,past,active,desid
vivitsita,vid#1,,past,pass,desid
vividAna,vid#2,,perf,atma,
vividivAn,vid#2,,perf,para,
vividizaRIya,vid#1,,fut,pass,desid
vividizat,vid#1,,pres,para,desid
vividizitavat,vid#1,,past,active,desid
vividizita,vid#1,,past,pass,desid
vividvAn,vid#2,,perf,para,
viviDAna,viD#1,,perf,atma,
viviDAna,vyaD,,perf,atma,
viviDvAn,viD#1,,perf,para,
viviDvAn,vyaD,,perf,para,
vivipAna,vip,,perf,atma,
vivipvAn,vip,,perf,para,
vivimanAna,vimanA,,perf,atma,
vivimanvAn,vimanA,,perf,para,
vivivakzvAn,vac,,perf,para,desid
vivivikzvAn,vic,,perf,para,desid
vivivitsvAn,vid#1,,perf,para,desid
vivividizvAn,vid#1,,perf,para,desid
viviSadAna,viSad,,perf,atma,
viviSadvAn,viSad,,perf,para,
viviSAna,viS#1,,perf,atma,
viviSivAn,viS#1,,perf,para,
viviSvAn,viS#1,,perf,para,
vivizat,viz#1,3,pres,para,
vivizARa,vizA,,perf,atma,
vivizARa,viz#1,3,pres,atma,
vivizARa,viz#1,,perf,atma,
vivizvAn,vizA,,perf,para,
vivizvAn,viz#1,,perf,para,
vivIjAna,vIj,,perf,atma,
vivIjvAn,vIj,,perf,para,
vivIvAn,vI#1,,perf,para,
vivyaTAna,vyaT,,perf,atma,
vivyaTvAn,vyaT,,perf,para,
vivyAna,vI#1,,perf,atma,
vivyAna,vyA,,perf,atma,
vivyivAn,vyA,,perf,para,
vivrIqAna,vrIq,,perf,atma,
vivrIqvAn,vrIq,,perf,para,
viSattavat,viSad,,past,active,
viSatta,viSad,,past,pass,
viSadanIya,viSad,,fut,pass,
viSadayat,viSad,10,pres,para,
viSadayamAna,viSad,10,pres,atma,
viSadayitavya,viSad,,fut,pass,
viSadayizyat,viSad,,fut,para,
viSadayizyamAna,viSad,,fut,atma,
viSadyamAna,viSad,,pres,pass,
viSadya,viSad,,fut,pass,
viSat,viS#1,6,pres,para,
viSamAna,viS#1,6,pres,atma,
viSyamAna,viS#1,,pres,pass,
vizARIya,vizA,,fut,pass,
vizAyat,vizA,10,pres,para,
vizAyamAna,vizA,10,pres,atma,
vizAyitavya,vizA,,fut,pass,
vizAyizyat,vizA,,fut,para,
vizAyizyamAna,vizA,,fut,atma,
vizItavat,vizA,,past,active,
vizIta,vizA,,past,pass,
vizeya,vizA,,fut,pass,
vizEyamAna,vizA,,pres,pass,
vizwavat,viz#1,,past,active,
vizwavat,viS#1,,past,active,
vizwa,viz#1,,past,pass,
vizwa,viS#1,,past,pass,
vizyamAna,viz#1,,pres,pass,
vIktavat,vIj,,past,active,
vIkta,vIj,,past,pass,
vIjat,vIj,1,pres,para,
vIjamAna,vIj,1,pres,atma,
vIjyamAna,vIj,,pres,pass,
vIjya,vIj,,fut,pass,
vItavat,vI#1,,past,active,
vItavat,vyA,,past,active,
vIta,vI#1,,past,pass,
vIta,vyA,,past,pass,
vIyamAna,vI#1,,pres,pass,
vIyamAna,vA#2,,pres,pass,
vIyamAna,vyA,,pres,pass,
vfkRavat,vraSc,,past,active,
vfkRa,vraSc,,past,pass,
vfktavat,vfj,,past,active,
vfkta,vfj,,past,pass,
vfjyamAna,vfj,,pres,pass,
vfjya,vfj,,fut,pass,
vfYjat,vfj,7,pres,para,
vfYjAna,vfj,7,pres,atma,
vfQavat,vfh,,past,active,
vfQa,vfh,,past,pass,
vfRat,vf#2,9,pres,para,
vfRAna,vf#2,9,pres,atma,
vfRvat,vf#1,5,pres,para,
vfRvAna,vf#1,5,pres,atma,
vftavat,vf#1,,past,active,
vftavat,vf#2,,past,active,
vfta,vf#1,,past,pass,
vfta,vf#2,,past,pass,
vfttavat,vft#1,,past,active,
vftta,vft#1,,past,pass,
vftyamAna,vft#1,,pres,pass,
vftya,vft#1,,fut,pass,
vfdDavat,vfD#1,,past,active,
vfdDa,vfD#1,,past,pass,
vfDyamAna,vfD#1,,pres,pass,
vfDya,vfD#1,,fut,pass,
vfScat,vraSc,6,pres,para,
vfScyamAna,vraSc,,pres,pass,
vfzwavat,vfz,,past,active,
vfzwa,vfz,,past,pass,
vfzyamAna,vfz,,pres,pass,
vfzya,vfz,,fut,pass,
vfhat,vfh,6,pres,para,
vfhamAna,vfh,6,pres,atma,
vfhyamAna,vfh,,pres,pass,
vfhya,vfh,,fut,pass,
vektavya,vic,,fut,pass,
vektavya,vIj,,fut,pass,
vekzyat,vic,,fut,para,
vekzyat,viS#1,,fut,para,
vekzyat,viz#1,,fut,para,
vekzyat,vIj,,fut,para,
vekzyamAna,vic,,fut,atma,
vekzyamAna,viS#1,,fut,atma,
vekzyamAna,viz#1,,fut,atma,
vekzyamAna,vIj,,fut,atma,
veglAna,valg,,perf,atma,
veglivAn,valg,,perf,para,
vecanIya,vic,,fut,pass,
vecanIya,vic,,fut,pass,caus
vecayat,vic,,pres,para,caus
vecayamAna,vic,,pres,atma,caus
vecayitavya,vic,,fut,pass,caus
vecayizyat,vic,,fut,para,caus
vecayizyamAna,vic,,fut,atma,
vecayizyamAna,vic,,fut,atma,caus
vecitavat,vic,,past,active,caus
vecita,vic,,past,pass,caus
vecYAna,vaYc,,perf,atma,
vecYivAn,vaYc,,perf,para,
vecyamAna,vic,,pres,pass,caus
vecya,vic,,fut,pass,
vecya,vic,,fut,pass,caus
vejanIya,vij,,fut,pass,
vejanIya,vij,,fut,pass,caus
vejanIya,vIj,,fut,pass,
vejayat,vij,,pres,para,caus
vejayamAna,vij,,pres,atma,caus
vejayitavya,vij,,fut,pass,caus
vejayizyat,vij,,fut,para,caus
vejayizyamAna,vij,,fut,atma,
vejayizyamAna,vij,,fut,atma,caus
vejitavat,vij,,past,active,caus
vejitavya,vij,,fut,pass,
vejita,vij,,past,pass,caus
vejizyat,vij,,fut,para,
vejizyamAna,vij,,fut,atma,
vejyamAna,vij,,pres,pass,caus
vejya,vij,,fut,pass,
vejya,vij,,fut,pass,caus
veRrARa,varR,,perf,atma,
veRrivAn,varR,,perf,para,
vetavya,vI#1,,fut,pass,
vettavya,vid#1,,fut,pass,
vettavya,vid#2,,fut,pass,
vetsyat,vid#1,,fut,para,
vetsyat,vid#2,,fut,para,
vetsyat,viD#1,,fut,para,
vetsyamAna,vid#1,,fut,atma,
vetsyamAna,vid#2,,fut,atma,
vetsyamAna,viD#1,,fut,atma,
vedanIya,vid#1,,fut,pass,
vedanIya,vid#1,,fut,pass,caus
vedanIya,vid#2,,fut,pass,
vedayat,vid#1,,pres,para,caus
vedayamAna,vid#1,,pres,atma,caus
vedayitavya,vid#1,,fut,pass,caus
vedayizyat,vid#1,,fut,para,caus
vedayizyamAna,vid#1,,fut,atma,
vedayizyamAna,vid#1,,fut,atma,caus
veditavat,vid#1,,past,active,caus
veditavya,vid#1,,fut,pass,
vedita,vid#1,,past,pass,caus
vedizyat,vid#1,,fut,para,
vedizyamAna,vid#1,,fut,atma,
vedDavya,viD#1,,fut,pass,
vednAna,vand,,perf,atma,
vednivAn,vand,,perf,para,
vedyamAna,vid#1,,pres,pass,caus
vedya,vid#1,,fut,pass,
vedya,vid#1,,fut,pass,caus
vedya,vid#2,,fut,pass,
veDanIya,viD#1,,fut,pass,
veDya,viD#1,,fut,pass,
venat,ven,1,pres,para,
venanIya,ven,,fut,pass,
venamAna,ven,1,pres,atma,
venAna,van,,perf,atma,
venitavat,ven,,past,active,
venitavya,ven,,fut,pass,
venita,ven,,past,pass,
venivAn,van,,perf,para,
venizyat,ven,,fut,para,
venizyamAna,ven,,fut,atma,
venyamAna,ven,,pres,pass,
venya,ven,,fut,pass,
vepat,vip,1,pres,para,
vepanIya,vip,,fut,pass,caus
vepamAna,vip,1,pres,atma,
vepayat,vip,,pres,para,caus
vepayamAna,vip,,pres,atma,caus
vepayizyat,vip,,fut,para,caus
vepayizyamAna,vip,,fut,atma,
vepayizyamAna,vip,,fut,atma,caus
vepitavat,vip,,past,active,
vepitavat,vip,,past,active,caus
vepita,vip,,past,pass,
vepita,vip,,past,pass,caus
vepizyat,vip,,fut,para,
vepizyamAna,vip,,fut,atma,
vepyamAna,vip,,pres,pass,caus
vepya,vip,,fut,pass,caus
vemAna,vam,,perf,atma,
vemivAn,vam,,perf,para,
veya,vA#2,,fut,pass,
veya,vA#3,,fut,pass,
veya,vI#1,,fut,pass,
vevidat,vid#1,,pres,para,intens
vevidyamAna,vid#1,,pres,atma,intens
veSanIya,viS#1,,fut,pass,
veSanIya,viS#1,,fut,pass,caus
veSayat,viS#1,,pres,para,caus
veSayamAna,viS#1,,pres,atma,caus
veSayitavya,viS#1,,fut,pass,caus
veSayizyat,viS#1,,fut,para,caus
veSayizyamAna,viS#1,,fut,atma,
veSayizyamAna,viS#1,,fut,atma,caus
veSitavat,viS#1,,past,active,caus
veSita,viS#1,,past,pass,caus
veSyamAna,viS#1,,pres,pass,caus
veSya,viS#1,,fut,pass,
veSya,viS#1,,fut,pass,caus
vezaRIya,viz#1,,fut,pass,
vezat,viz#1,1,pres,para,
vezamAna,viz#1,1,pres,atma,
vezwat,vezw,1,pres,para,
vezwanIya,vezw,,fut,pass,
vezwanIya,vezw,,fut,pass,caus
vezwamAna,vezw,1,pres,atma,
vezwayat,vezw,,pres,para,caus
vezwayamAna,vezw,,pres,atma,caus
vezwayitavya,vezw,,fut,pass,caus
vezwayizyat,vezw,,fut,para,caus
vezwayizyamAna,vezw,,fut,atma,
vezwayizyamAna,vezw,,fut,atma,caus
vezwavya,viS#1,,fut,pass,
vezwavya,viz#1,,fut,pass,
vezwitavat,vezw,,past,active,
vezwitavat,vezw,,past,active,caus
vezwita,vezw,,past,pass,
vezwita,vezw,,past,pass,caus
vezwwavya,vezw,,fut,pass,
vezwyamAna,vezw,,pres,pass,
vezwyamAna,vezw,,pres,pass,caus
vezwya,vezw,,fut,pass,
vezwya,vezw,,fut,pass,caus
vezwsyat,vezw,,fut,para,
vezwsyamAna,vezw,,fut,atma,
vezyat,vI#1,,fut,para,
vezyamAna,vI#1,,fut,atma,
vezya,viz#1,,fut,pass,
vesAna,vas#2,,perf,atma,
vErARIya,vErA,,fut,pass,
vErAyat,vErA,10,pres,para,
vErAyamAna,vErA,10,pres,atma,
vErAyitavya,vErA,,fut,pass,
vErAyizyat,vErA,,fut,para,
vErAyizyamAna,vErA,,fut,atma,
vErItavat,vErA,,past,active,
vErIta,vErA,,past,pass,
vEreya,vErA,,fut,pass,
vErEyamAna,vErA,,pres,pass,
voQavya,vah#1,,fut,pass,
vyatsyat,vyaD,,fut,para,
vyatsyamAna,vyaD,,fut,atma,
vyaTat,vyaT,1,pres,para,
vyaTanIya,vyaT,,fut,pass,
vyaTanIya,vyaT,,fut,pass,caus
vyaTamAna,vyaT,1,pres,atma,
vyaTayat,vyaT,,pres,para,caus
vyaTayamAna,vyaT,,pres,atma,caus
vyaTayitavya,vyaT,,fut,pass,caus
vyaTayizyat,vyaT,,fut,para,caus
vyaTayizyamAna,vyaT,,fut,atma,
vyaTayizyamAna,vyaT,,fut,atma,caus
vyaTitavat,vyaT,,past,active,
vyaTitavat,vyaT,,past,active,caus
vyaTitavya,vyaT,,fut,pass,
vyaTita,vyaT,,past,pass,
vyaTita,vyaT,,past,pass,caus
vyaTizyat,vyaT,,fut,para,
vyaTizyamAna,vyaT,,fut,atma,
vyaTyamAna,vyaT,,pres,pass,
vyaTyamAna,vyaT,,pres,pass,caus
vyaTya,vyaT,,fut,pass,
vyaTya,vyaT,,fut,pass,caus
vyadDavya,vyaD,,fut,pass,
vyaDanIya,vyaD,,fut,pass,
vyaDya,vyaD,,fut,pass,
vyayat,vyA,4,pres,para,
vyayamAna,vyA,4,pres,atma,
vyAtavya,vyA,,fut,pass,
vyADanIya,vyaD,,fut,pass,caus
vyADayat,vyaD,,pres,para,caus
vyADayamAna,vyaD,,pres,atma,caus
vyADayitavya,vyaD,,fut,pass,caus
vyADayizyat,vyaD,,fut,para,caus
vyADayizyamAna,vyaD,,fut,atma,
vyADayizyamAna,vyaD,,fut,atma,caus
vyADitavat,vyaD,,past,active,caus
vyADita,vyaD,,past,pass,caus
vyADyamAna,vyaD,,pres,pass,caus
vyADya,vyaD,,fut,pass,caus
vyAnIya,vyA,,fut,pass,
vyAsyat,vyA,,fut,para,
vyAsyamAna,vyA,,fut,atma,
vyeya,vyA,,fut,pass,
vrakzyat,vraSc,,fut,para,
vrajat,vraj,1,pres,para,
vrajanIya,vraj,,fut,pass,
vrajamAna,vraj,1,pres,atma,
vrajitavat,vraj,,past,active,
vrajitavya,vraj,,fut,pass,
vrajita,vraj,,past,pass,
vrajizyat,vraj,,fut,para,
vrajizyamAna,vraj,,fut,atma,
vrajyamAna,vraj,,pres,pass,
vrajya,vraj,,fut,pass,
vraRanIya,vraR,,fut,pass,
vraRayat,vraR,10,pres,para,
vraRayamAna,vraR,10,pres,atma,
vraRayitavya,vraR,,fut,pass,
vraRayizyat,vraR,,fut,para,
vraRayizyamAna,vraR,,fut,atma,
vraRitavat,vraR,,past,active,
vraRita,vraR,,past,pass,
vraRyamAna,vraR,,pres,pass,
vraRya,vraR,,fut,pass,
vraScanIya,vraSc,,fut,pass,
vraScanIya,vraSc,,fut,pass,caus
vraScayat,vraSc,,pres,para,caus
vraScayamAna,vraSc,,pres,atma,caus
vraScayitavya,vraSc,,fut,pass,caus
vraScayizyat,vraSc,,fut,para,caus
vraScayizyamAna,vraSc,,fut,atma,
vraScayizyamAna,vraSc,,fut,atma,caus
vraScitavat,vraSc,,past,active,caus
vraScitavya,vraSc,,fut,pass,
vraScita,vraSc,,past,pass,caus
vraScizyat,vraSc,,fut,para,
vraScyamAna,vraSc,,pres,pass,caus
vraScya,vraSc,,fut,pass,
vraScya,vraSc,,fut,pass,caus
vrazwavya,vraSc,,fut,pass,
vriyamAna,vf#1,,pres,pass,
vriyamAna,vf#2,,pres,pass,
vrIqat,vrIq,1,pres,para,
vrIqamAna,vrIq,1,pres,atma,
vrIqitavat,vrIq,,past,active,
vrIqita,vrIq,,past,pass,
vrIqyamAna,vrIq,,pres,pass,
vrIqya,vrIq,,fut,pass,
vreqanIya,vrIq,,fut,pass,
vreqitavya,vrIq,,fut,pass,
vreqizyat,vrIq,,fut,para,
vreqizyamAna,vrIq,,fut,atma,
SaMsat,SaMs,1,pres,para,
SaMsanIya,SaMs,,fut,pass,
SaMsanIya,SaMs,,fut,pass,caus
SaMsamAna,SaMs,1,pres,atma,
SaMsayat,SaMs,,pres,para,caus
SaMsayamAna,SaMs,,pres,atma,caus
SaMsayitavya,SaMs,,fut,pass,caus
SaMsayizyat,SaMs,,fut,para,caus
SaMsayizyamAna,SaMs,,fut,atma,
SaMsayizyamAna,SaMs,,fut,atma,caus
SaMsitavat,SaMs,,past,active,caus
SaMsita,SaMs,,past,pass,caus
SaMsizyat,SaMs,,fut,para,
SaMsizyamAna,SaMs,,fut,atma,
SaMsyat,Sam#1,,fut,para,
SaMsyat,Sam#2,,fut,para,
SaMsyamAna,SaMs,,pres,pass,caus
SaMsyamAna,Sam#1,,fut,atma,
SaMsyamAna,Sam#2,,fut,atma,
SaMsya,SaMs,,fut,pass,
SaMsya,SaMs,,fut,pass,caus
SakanIya,Sak,,fut,pass,
Saktavat,Sak,,past,active,
Saktavya,Sak,,fut,pass,
Sakta,Sak,,past,pass,
Saknuvat,Sak,5,pres,para,
SaknvAna,Sak,5,pres,atma,
SakyamAna,Sak,,pres,pass,
Sakya,Sak,,fut,pass,
Sakzyat,Sak,,fut,para,
Sakzyat,SaS,,fut,para,
SakzyamAna,Sak,,fut,atma,
SakzyamAna,SaS,,fut,atma,
SaNkat,SaNk,1,pres,para,
SaNkanIya,SaNk,,fut,pass,
SaNkamAna,SaNk,1,pres,atma,
SaNkitavat,SaNk,,past,active,
SaNkita,SaNk,,past,pass,
SaNktavya,SaNk,,fut,pass,
SaNkyamAna,SaNk,,pres,pass,
SaNkya,SaNk,,fut,pass,
SaNkzyat,SaNk,,fut,para,
SaNkzyamAna,SaNk,,fut,atma,
Sattavya,Sad,,fut,pass,
Satsyat,Sad,,fut,para,
SatsyamAna,Sad,,fut,atma,
SadanIya,Sad,,fut,pass,
SadyamAna,Sad,,pres,pass,
Sadya,Sad,,fut,pass,
Santavya,Sam#2,,fut,pass,
Sannavat,Sad,,past,active,
Sanna,Sad,,past,pass,
Sapat,Sap,1,pres,para,
SapanIya,Sap,,fut,pass,
SapamAna,Sap,1,pres,atma,
Sapitavat,Sap,,past,active,
Sapita,Sap,,past,pass,
Saptavat,Sap,,past,active,
Saptavya,Sap,,fut,pass,
Sapta,Sap,,past,pass,
SapyamAna,Sap,,pres,pass,
Sapya,Sap,,fut,pass,
Sapsyat,Sap,,fut,para,
SapsyamAna,Sap,,fut,atma,
SabdanIya,Sabd,,fut,pass,
Sabdayizyat,Sabd,,fut,para,
SabdayizyamAna,Sabd,,fut,atma,
SabdAyat,Sabd,10,pres,para,
SabdAyamAna,Sabd,10,pres,atma,
SabdAyitavya,Sabd,,fut,pass,
Sabditavat,Sabd,,past,active,
Sabdita,Sabd,,past,pass,
SabdyamAna,Sabd,,pres,pass,
Sabdya,Sabd,,fut,pass,
SamanIya,Sam#1,,fut,pass,caus
SamanIya,Sam#2,,fut,pass,
Samayat,Sam#1,,pres,para,caus
Samayat,Sam#2,4,pres,para,
SamayamAna,Sam#1,,pres,atma,caus
SamayamAna,Sam#2,4,pres,atma,
Samayizyat,Sam#1,,fut,para,caus
SamayizyamAna,Sam#1,,fut,atma,
SamayizyamAna,Sam#1,,fut,atma,caus
Samitavat,Sam#1,,past,active,caus
Samita,Sam#1,,past,pass,caus
SamyamAna,Sam#1,,pres,pass,caus
SamyamAna,Sam#2,,pres,pass,
Samya,Sam#1,,fut,pass,caus
Samya,Sam#2,,fut,pass,
SayanIya,SI,,fut,pass,
SayamAna,SI,1,pres,atma,
SayAna,SI,2,pres,atma,
Sayitavat,SI,,past,active,
Sayitavya,SI,,fut,pass,
Sayita,SI,,past,pass,
SayizyamAna,SI,,fut,atma,
SaraRIya,SF,,fut,pass,
Saritavya,SF,,fut,pass,
Sarizyat,SF,,fut,para,
SarizyamAna,SF,,fut,atma,
SarItavya,SF,,fut,pass,
SarIzyat,SF,,fut,para,
SarIzyamAna,SF,,fut,atma,
Salat,Sal,1,pres,para,
SalanIya,Sal,,fut,pass,
SalabDavat,SalaB,,past,active,
SalabDa,SalaB,,past,pass,
SalaBanIya,SalaB,,fut,pass,
SalaBayizyat,SalaB,,fut,para,
SalaBayizyamAna,SalaB,,fut,atma,
SalaBAyat,SalaB,10,pres,para,
SalaBAyamAna,SalaB,10,pres,atma,
SalaBAyitavya,SalaB,,fut,pass,
SalaByamAna,SalaB,,pres,pass,
SalaBya,SalaB,,fut,pass,
SalamAna,Sal,1,pres,atma,
Salitavya,Sal,,fut,pass,
Salizyat,Sal,,fut,para,
SalizyamAna,Sal,,fut,atma,
Saltavat,Sal,,past,active,
Salta,Sal,,past,pass,
SalyamAna,Sal,,pres,pass,
Salya,Sal,,fut,pass,
SavanIya,SU,,fut,pass,
Savitavya,SU,,fut,pass,
Savizyat,SU,,fut,para,
SavizyamAna,SU,,fut,atma,
SaSat,SaS,1,pres,para,
SaSanIya,SaS,,fut,pass,
SaSamAna,SaS,1,pres,atma,
SaSarARa,SF,,perf,atma,
SaSarvAn,SF,,perf,para,
SaSAna,SA,,perf,atma,
SaSAntAna,SAnt,,perf,atma,
SaSAntvAn,SAnt,,perf,para,
SaSAsAna,SAs,,perf,atma,
SaSAsvAn,SAs,,perf,para,
SaSivAn,SA,,perf,para,
SaSyamAna,SaS,,pres,pass,
SaSya,SaS,,fut,pass,
SaSyAna,SyA,,perf,atma,
SaSyivAn,SyA,,perf,para,
SaSraRvAn,Sram,,perf,para,
SaSramARa,Sram,,perf,atma,
SaSramBARa,SramB,,perf,atma,
SaSramBvAn,SramB,,perf,para,
SaSlAGAna,SlAG,,perf,atma,
SaSlAGvAn,SlAG,,perf,para,
SaSvasAna,Svas#1,,perf,atma,
SaSvasvAn,Svas#1,,perf,para,
Sazwavya,SaS,,fut,pass,
Sasat,Sas,1,pres,para,
SasanIya,Sas,,fut,pass,
SasamAna,Sas,1,pres,atma,
Sasitavya,Sas,,fut,pass,
Sasizyat,Sas,,fut,para,
SasizyamAna,Sas,,fut,atma,
Sastavat,Sas,,past,active,
Sastavat,SaMs,,past,active,
Sastavya,SaMs,,fut,pass,
Sasta,Sas,,past,pass,
Sasta,SaMs,,past,pass,
SasyamAna,Sas,,pres,pass,
SasyamAna,SaMs,,pres,pass,
Sasya,Sas,,fut,pass,
SAtanIya,Sad,,fut,pass,caus
SAtayat,Sad,,pres,para,caus
SAtayamAna,Sad,,pres,atma,caus
SAtayitavya,Sad,,fut,pass,caus
SAtayizyat,Sad,,fut,para,caus
SAtayizyamAna,Sad,,fut,atma,
SAtayizyamAna,Sad,,fut,atma,caus
SAtavya,SA,,fut,pass,
SAtitavat,Sad,,past,active,caus
SAtita,Sad,,past,pass,caus
SAtyamAna,Sad,,pres,pass,caus
SAtya,Sad,,fut,pass,caus
SAdanIya,Sad,,fut,pass,caus
SAdayat,Sad,,pres,para,caus
SAdayamAna,Sad,,pres,atma,caus
SAdayitavya,Sad,,fut,pass,caus
SAdayizyat,Sad,,fut,para,caus
SAdayizyamAna,Sad,,fut,atma,
SAdayizyamAna,Sad,,fut,atma,caus
SAditavat,Sad,,past,active,caus
SAdita,Sad,,past,pass,caus
SAdyamAna,Sad,,pres,pass,caus
SAdya,Sad,,fut,pass,caus
SAnIya,SA,,fut,pass,
SAntanIya,SAnt,,fut,pass,
SAntayat,SAnt,10,pres,para,
SAntayamAna,SAnt,10,pres,atma,
SAntayitavya,SAnt,,fut,pass,
SAntayizyat,SAnt,,fut,para,
SAntayizyamAna,SAnt,,fut,atma,
SAntavat,Sam#2,,past,active,
SAnta,Sam#2,,past,pass,
SAntitavat,SAnt,,past,active,
SAntita,SAnt,,past,pass,
SAntyamAna,SAnt,,pres,pass,
SAntya,SAnt,,fut,pass,
SApanIya,Sap,,fut,pass,caus
SApayat,Sap,,pres,para,caus
SApayamAna,Sap,,pres,atma,caus
SApayitavya,Sap,,fut,pass,caus
SApayizyat,Sap,,fut,para,caus
SApayizyamAna,Sap,,fut,atma,
SApayizyamAna,Sap,,fut,atma,caus
SApitavat,Sap,,past,active,caus
SApita,Sap,,past,pass,caus
SApyamAna,Sap,,pres,pass,caus
SApya,Sap,,fut,pass,caus
SAmyat,Sam#1,4,pres,para,
SAmyamAna,Sam#1,4,pres,atma,
SAyanIya,SI,,fut,pass,caus
SAyayat,SI,,pres,para,caus
SAyayamAna,SI,,pres,atma,caus
SAyayitavya,SI,,fut,pass,caus
SAyayizyamAna,SI,,fut,atma,
SAyayizyamAna,SI,,fut,atma,caus
SAyitavat,SI,,past,active,caus
SAyita,SI,,past,pass,caus
SAyyamAna,SI,,pres,pass,caus
SAyya,SI,,fut,pass,caus
SArya,SF,,fut,pass,
SAsat,SAs,2,pres,para,
SAsat,SAs,1,pres,para,
SAsanIya,SAs,,fut,pass,
SAsamAna,SAs,1,pres,atma,
SAsAna,SAs,2,pres,atma,
SAsitavat,SAs,,past,active,
SAsitavya,SAs,,fut,pass,
SAsita,SAs,,past,pass,
SAsizyat,SAs,,fut,para,
SAsizyamAna,SAs,,fut,atma,
SAstavat,SAs,,past,active,
SAsta,SAs,,past,pass,
SAsyat,SA,,fut,para,
SAsyamAna,SA,,fut,atma,
SAsya,SAs,,fut,pass,
SiMzat,Siz,7,pres,para,
SiMzARa,Siz,7,pres,atma,
SikzaRIya,Sak,,fut,pass,desid
Sikzat,Sak,,pres,para,desid
SikzamAna,Sak,,pres,atma,desid
Sikzitavat,Sak,,past,active,desid
Sikzita,Sak,,past,pass,desid
Sitavat,SA,,past,active,
Sita,SA,,past,pass,
SiTilayat,SiTil,10,pres,para,
SiTilayamAna,SiTil,10,pres,atma,
SiTilayitavya,SiTil,,fut,pass,
SiTilayizyat,SiTil,,fut,para,
SiTilayizyamAna,SiTil,,fut,atma,
SiTilitavat,SiTil,,past,active,
SiTilita,SiTil,,past,pass,
SiTilyamAna,SiTil,,pres,pass,
SiTelanIya,SiTil,,fut,pass,
SiTelya,SiTil,,fut,pass,
SiSat,SA,3,pres,para,
SiSayizamAna,SI,,pres,atma,desid
SiSayizitavat,SI,,past,active,desid
SiSayizita,SI,,past,pass,desid
SiSikzARa,Sak,,perf,atma,desid
SiSikzvAn,Sak,,perf,para,desid
SiSiTilAna,SiTil,,perf,atma,
SiSiTilvAn,SiTil,,perf,para,
SiSiSayizARa,SI,,perf,atma,desid
SiSizARa,Siz,,perf,atma,
SiSizvAn,Siz,,perf,para,
SiSIlAna,SIl,,perf,atma,
SiSIlvAn,SIl,,perf,para,
SiSyAna,SA,3,pres,atma,
SiSyAna,SI,,perf,atma,
SiSrivAn,Sri,,perf,para,
SiSryARa,Sri,,perf,atma,
SiSlizARa,Sliz,,perf,atma,
SiSlizvAn,Sliz,,perf,para,
SiSvitAna,Svit,,perf,atma,
SiSvitvAn,Svit,,perf,para,
Sizwavat,Siz,,past,active,
Sizwavat,SAs,,past,active,
Sizwa,Siz,,past,pass,
Sizwa,SAs,,past,pass,
SizyamAna,Siz,,pres,pass,
SizyamAna,SAs,,pres,pass,
Sizya,SAs,,fut,pass,
SItavat,SyA,,past,active,
SIta,SyA,,past,pass,
SIyat,Sad,1,pres,para,
SIyamAna,SI,,pres,pass,
SIyamAna,Sad,1,pres,atma,
SIyamAna,SA,,pres,pass,
SIyamAna,SyA,,pres,pass,
SIrRavat,SF,,past,active,
SIrRa,SF,,past,pass,
SIryamAna,SF,,pres,pass,
SIlat,SIl,1,pres,para,
SIlanIya,SIl,,fut,pass,caus
SIlamAna,SIl,1,pres,atma,
SIlayat,SIl,,pres,para,caus
SIlayamAna,SIl,,pres,atma,caus
SIlayitavya,SIl,,fut,pass,caus
SIlayizyat,SIl,,fut,para,caus
SIlayizyamAna,SIl,,fut,atma,
SIlayizyamAna,SIl,,fut,atma,caus
SIlitavat,SIl,,past,active,caus
SIlita,SIl,,past,pass,caus
SIltavat,SIl,,past,active,
SIlta,SIl,,past,pass,
SIlyamAna,SIl,,pres,pass,
SIlyamAna,SIl,,pres,pass,caus
SIlya,SIl,,fut,pass,
SIlya,SIl,,fut,pass,caus
Suktavat,Suc,,past,active,
Sukta,Suc,,past,pass,
SucyamAna,Suc,,pres,pass,
SudDavat,SuD,,past,active,
SudDa,SuD,,past,pass,
SuDyat,SuD,4,pres,para,
SuDyamAna,SuD,4,pres,atma,
SuDyamAna,SuD,,pres,pass,
SubDavat,SuB#1,,past,active,
SubDa,SuB#1,,past,pass,
